,tu,đinh_nghia,điểm
5556,mọc,"nhô khỏi bề mặt, tiếp tục phát triển cao lên",0.3
5557,mãng,(từ cũ) áo lễ của quan có thêu hình con trăn,0.0
5558,mảng,"bè nhỏ, phương tiện chuyên chở trên mặt nước",0.0
5559,mở,làm cho trong và ngoài thông thoáng với nhau,0.2
5560,khàn,bài tổ tôm hay tài bàn có ba quân giống nhau,0.0
5561,thợ nề,người xây gạch trong các công trình xây dựng,0.0
5562,pháp lí,"nguyên lí về pháp luật, do nhà nước quy định",0.0
5563,thông minh,"nhanh trí và khôn khéo trong đối phó, ứng xử",0.8
5564,tái ngũ,trở lại phục vụ quân đội sau khi đã xuất ngũ,0.0
5565,lính dõng,"lính ở các châu miền núi, thời thực dân Pháp",0.0
5566,đom đóm,cảm thấy như có nhiều đốm sáng loé trước mắt,-0.2
5567,màn gọng,"màn chống muỗi bằng xô, có thể mở ra xếp vào",0.1
5568,khẩu khí,khí phách của con người thể hiện qua lời nói,0.5
5569,thí dụ,câu hay từ báo cho biết sau đó sẽ dẫn thí dụ,0.0
5570,nghiêng mình,tỏ lòng tôn kính và tưởng nhớ người đã khuất,0.7
5571,thời thế,tình hình chung của xã hội trong một thời kì,0.0
5572,thủ hạ,kẻ dưới quyền sai khiến của người có thế lực,0.0
5573,mang cá,"đường dốc ở hai bên bờ sông, nối hai đầu cầu",0.0
5574,châu thổ,miền đất vùng cửa sông do phù sa bồi đắp nên,0.0
5575,anh thư,người phụ nữ tài giỏi hơn người; nữ anh hùng,0.9
5576,tinh vi,"nội dung hết sức kín đáo, tỉ mỉ, khó nhận ra",0.4
5577,vừa,"Khớp với kích thước, khả năng, thời gian,...",0.2
5578,quân dịch,"nghĩa vụ tham gia quân đội, thời chiến tranh",-0.2
5579,xử thế,Thái độ thế nào đó khi đối xử với người đời.,0.0
5580,thất truyền,"bị mất đi, không truyền lại được cho đời sau",-0.6
5581,xôn xao,"Rộn lên nhiều ý kiến, lời bàn tán khác nhau.",0.0
5582,bọ rầy,"bọ nhỏ cùng họ với ve sầu, làm hại cây trồng",-0.7
5583,quốc khánh,"lễ lớn hàng năm, kỷ niệm ngày thành lập nước",0.8
5584,luận cứ,căn cứ bằng sự thật để khẳng định hay bác bỏ,0.0
5585,đèo,"chỗ thấp, dài, dễ vượt qua giữa các ngọn núi",0.0
5586,xác định,"Được định trước một cách rõ ràng, chính xác.",0.3
5587,tự sinh,cách hàn một kim loại bằng chính kim loại ấy,0.0
5588,nanh,"răng sắc, nhọn mọc giữa răng cửa và răng hàm",0.0
5589,anh em,những người có quan hệ thân thiết như anh em,0.6
5590,tốt lễ,kẻ có chức quyền được nhiều người đến lo lót,-0.8
5591,quang học,môn học nghiên cứu về ánh sáng và các bức xạ,0.0
5592,biết ơn,hiểu và ghi nhớ công người khác đối với mình,0.9
5593,túi bụi,"Dồn dập đến mức không kịp thi hành, đối phó.",-0.6
5594,tù túng,không thoải mái vì mất tự do một phần nào đó,-0.8
5595,tuyệt đối,không phụ thuộc vào quan hệ với cái nào khác,0.0
5596,tuyệt diệu,"hay, tốt đến mức kì lạ, không gì có thể vượt",0.9
5597,ca tụng,"tỏ lòng biết ơn, kính phục một cách kính cẩn",0.9
5598,lồng sấy,"đồ đan bằng tre, úp trên lò để sấy khô đồ ẩm",0.0
5599,bao vây,"ngăn giữ, cắt đứt mọi tiếp xúc với bên ngoài",-0.7
5600,bàn cãi,"tranh luận về một vấn đề, do bất đồng ý kiến",0.0
5601,loằng ngoằng,"có hình ngoằn ngoèo, cong queo không thứ tự",-0.1
5602,lọc lõi,"từng trải, có nhiều kinh nghiệm (hàm ý chê)",-0.6
5603,xuống,"Di chuyển từ cao đến thấp, từ nhiều đến ít.",0.0
5604,sờn,ý chí bị lung lay trước tình huống khó khăn,-0.5
5605,sục,xông vào bất cứ chỗ nào kín đáo để tìm kiếm,-0.3
5606,than đá,tên gọi chung nhiên liệu tự nhiên hoá thạch,
5607,gấm,"hàng dệt bằng tơ, nhiều màu, có hình hoa lá",0.0
5608,ghe,một bộ phận của bộ máy sinh dục nữ (từ tục),-0.7
5609,lịch đại,"trải qua các đời, phát triển theo thời gian",0.0
5610,phương án,"bản dự kiến về cách thức, trình tự phải làm",0.0
5611,miễn trừ,miễn cho những điều quy định theo pháp luật,0.0
5612,sút,đá mạnh quả bóng vào khung thành đối phương,0.0
5613,mếch lòng,không vừa lòng vì có điều xúc phạm đến mình,-0.7
5614,thái phó,"chức quan đứng sau thái sư, thời phong kiến",0.0
5615,thái tử,hoàng tử được chỉ định sau này nối ngôi vua,0.0
5616,lèm bèm,"hay lắm lời đến những cái nhỏ nhen, vụn vặt",-0.4
5617,găng trâu,"cây có quả lớn, thân và rễ có thể làm thuốc",0.0
5618,thâm cung,"(từ cũ) cung vua, nơi ít người được lui tới",0.0
5619,khổ hình,"(từ cũ) hình phạt nặng rất đau đớn, cực khổ",-0.9
5620,khoé,"góc tiếp giáp giữa hai vành môi, hai mí mắt",0.0
5621,phu nhân,danh hiệu để gọi vợ của người có địa vị cao,0.0
5622,khô mộc,loài phong lan sống bám vào các cành cây to,0.0
5623,thái uý,"(từ cũ) chức quan võ cao nhất thời Lý, Trần",0.0
5624,quả đấm,"bộ phận lắp vào cửa để cầm vặn khi đóng, mở",0.0
5625,méo,không còn hình dáng cân đối như bình thường,-0.3
5626,mệnh lệnh,"chỉ thích ra lệnh, buộc người khác làm theo",-0.4
5627,mưu mô,tính toán ngầm mọi việc nhằm hại người khác,-0.9
5628,thể diện,những cái làm cho người khác tôn trọng mình,0.5
5629,khoa học viễn tưởng,khoa học tiên đoán thế giới trong tương lai,0.0
5630,khoai sáp,"khoai sọ ruột vàng, luộc chín quánh như sáp",0.0
5631,lợi dụng,dựa vào điều kiện nào đó để làm việc có ích,0.2
5632,tên tuổi,tên được nhiều người biết đến và kính trọng,0.6
5633,thị trấn,"khu tập trung dân cư, quy mô nhỏ hơn thị xã",0.0
5634,thị lang,"(từ cũ) chức quan triều đình, dưới tham tri",0.0
5635,lĩnh canh,(từ cũ) nhận ruộng của người khác để cấy rẽ,0.0
5636,lĩnh trưng,đảm nhận một việc rồi nộp thuế cho nhà nước,0.0
5637,thiền,từ được gọi chung cho những gì của đạo Phật,0.0
5638,lầm lì,"ít nói, không muốn bộc lộ tình cảm ra ngoài",-0.3
5639,xì xào,"Tiếng bàn tán nhỏ, nghe từ xa nên không rõ.",-0.2
5640,lắng nhắng,"huênh hoang, như muốn điều khiển người khác",-0.5
5641,chu vi,độ dài của đường kính giới hạn của một hình,0.0
5642,tập kích,lợi dụng chỗ sơ hở mà đánh nhanh và bất ngờ,0.0
5643,bộ hạ,người làm tay chân cho một người có thế lực,0.0
5644,khấu đuôi,phần thịt còn dính vào đuôi súc vật đã luộc,0.0
5645,thả dù,máy bay cho người hay vật rơi xuống bằng dù,0.0
5646,thiếu nữ,"người con gái đang tuổi dậy thì, chưa chồng",0.0
5647,lên án,nêu rõ tội lỗi và chê trách rất nghiêm khắc,-0.8
5648,thổ tù,tù trưởng cai trị một địa phương ở miền núi,0.0
5649,Thổ tù,tù trưởng cai trị một địa phương ở miền núi,0.0
5650,thống soái,(từ cũ) tổng chỉ huy của lực lượng vũ trang,0.0
5651,nằm nghiêng,nằm một bên vai và sườn tiếp xúc với giường,0.0
5652,kiếm,"binh khí có lưỡi dài, đầu nhọn, dùng để đâm",0.0
5653,tập đại thành,"kết quả của việc đúc thành cái hay, cái đẹp",0.6
5654,Tân ước,Bộ sách thứ hai trong Kinh Thánh Kitô giáo.,0.0
5655,phụ trách,thực hiện thường xuyên một công việc nào đó,0.0
5656,thợ,người sinh sống bằng nghề lao động chân tay,0.0
5657,làm thân,tìm cách quen và trở thành gần gũi với nhau,0.4
5658,thời vụ,thời gian thích hợp nhất cho từng công việc,0.0
5659,bọt,đám bong bóng nhỏ nổi trên bề mặt chất lỏng,0.0
5660,phân đạm,phân hoá học có thành phần chủ yếu là ni-tơ,0.0
5661,thủ lĩnh,người lãnh đạo một tập đoàn hay một tổ chức,0.0
5662,thủ quỹ,"người giữ tiền của một cơ quan, một tổ chức",0.0
5663,thủ công,môn học dạy làm những vật đơn giản bằng tay,0.0
5664,làm nũng,"ra vẻ hờn dỗi để được quan tâm, lo lắng hơn",-0.4
5665,luận chứng,bằng cớ thực tế dùng làm cơ sở cho lập luận,0.0
5666,áo giáp,bộ đồ mặc làm bằng kim loại mặc khi ra trận,0.0
5667,nan hoa,thanh sắt nối trục bánh xe với vành bánh xe,0.0
5668,làm duyên,"tỏ vẻ đáng yêu bằng cử chỉ, lời nói kín đáo",0.5
5669,thúng,"đồ đan sít bằng tre, lòng sâu, dùng để đựng",0.0
5670,thuế quan,"thuế đánh vào hàng hoá xuất khẩu, nhập khẩu",0.0
5671,pháp danh,tên hiệu do nhà chùa đặt cho người xuất gia,0.0
5672,thuốc độc,chất có thể làm chết người hay các loài vật,-0.9
5673,thư hiên,(từ cũ) mái hiên được ngăn làm nơi đọc sách,0.0
5674,thứ bậc,"trật tự sắp xếp, theo quan hệ tôn ti nào đó",0.0
5675,kiểm,"xem xét, đánh giá đúng số lượng, chất lượng",0.0
5676,kiểm nghiệm,thử lại bằng thực tế để đánh giá chất lượng,0.0
5677,bóng cá,"món ăn làm bong bóng cá phơi khô, rán phồng",0.0
5678,nghe lỏm,nghe những điều người ta không nói với mình,-0.4
5679,cành,một nhánh trong họ hoặc người con trong nhà,0.0
5680,nguội,chế tạo sản phẩm kim loại theo lối thủ công,0.0
5681,kia,"từ chỉ một người, một vật khác được nói đến",0.0
5682,nhân hậu,biết yêu thương người và ăn ở có tình nghĩa,0.9
5683,nghi hoặc,có điều nghi ngờ hoặc không hiểu rõ sự thật,-0.5
5684,theo,bỏ nhà theo người khác mà không có cưới hỏi,-0.6
5685,theo đòi,"chăm chú, miệt mài làm một công việc nào đó",0.5
5686,khuỵu,khuỵu hẳn chân xuống do bị ngã hoặc yếu sức,-0.4
5687,bõ,người coi sóc trong nhà thờ Thiên Chúa giáo,0.0
5688,khiển trách,"phê phán, lên án khuyết điểm của người dưới",-0.7
5689,khiêu vũ,nhảy múa của từng đôi nam nữ theo điệu nhạc,0.4
5690,hương lửa,(từ cũ) tình nghĩa thắm thiết giữa vợ chồng,0.7
5691,no ấm,những thứ cần thiết tối thiểu cho cuộc sống,0.6
5692,phù rể,người con trai đi cạnh chú rể trong lễ cưới,0.0
5693,kêu cứu,hô lên mong người khác nghe thấy để đến cứu,-0.7
5694,hư từ,quan hệ ngữ pháp giữa các thực từ trong câu,0.0
5695,kèn cựa,ghen tị và tìm cách giành quyền lợi về mình,-0.7
5696,tiện thiếp,từ phụ nữ tự xưng khi nói với người đàn ông,0.0
5697,say đắm,ham mê đến mức lí trí không còn biết gì nữa,-0.4
5698,ngoi,"nhô lên khó khăn từ trong nước hay bùn, đất",-0.2
5699,cô hồn,hồn người chết không có người thân thờ cúng,-0.8
5700,tin lành,Thiên Chúa giáo không thuộc toà thánh La Mã,0.0
5701,Tin lành,Thiên Chúa giáo không thuộc toà thánh La Mã,0.0
5702,ông,từ gọi người đứng tuổi hoặc được kính trọng,0.1
5703,tiểu táo,chế độ ăn của cán bộ cấp cao trong quân đội,0.0
5704,hợp xướng,"bản nhạc hát nhiều giọng, nhiều bè cùng lúc",0.0
5705,biến,"việc bất ngờ xảy ra, làm thay đổi tình hình",0.0
5706,gà thiến,gà trống bị cắt hòn dái để nuôi cho mau béo,0.0
5707,biệt thự,"nhà riêng ở nơi yên tĩnh, làm nơi nghỉ ngơi",0.2
5708,nhã giám,"từ đề nghị người khác xem văn, thơ của mình",0.1
5709,ốc bươu,"ốc nước ngọt, vỏ nhẵn màu xanh đen, ăn được",0.0
5710,tính giao,"sự giao cấu giữa đực và cái, giữa nam và nữ",0.0
5711,hiển linh,"tỏ ra linh thiêng, theo tín ngưỡng tôn giáo",0.3
5712,hiếp dâm,dùng sức mạnh bắt phụ nữ để thoả sự dâm dục,-0.9
5713,tình yêu,tình cảm gắn bó mật thiết và có trách nhiệm,0.9
5714,thống nhất,"hợp thành một khối có chung cơ cấu, tổ chức",0.4
5715,biên giới,đường phân chia giữa nước này với nước khác,0.0
5716,thốt,"bật ra thành tiếng to, thình lình, tự nhiên",0.0
5717,gồng,mang vật bằng cách mắc đầu vào một đòn gánh,0.0
5718,tội vạ,tội lỗi đã mắc và phải gánh chịu trừng phạt,-0.7
5719,giúp việc,phục vụ trong một gia đình để lấy tiền công,0.0
5720,giữ miếng,"chú ý, đề phòng các thủ đoạn của đối phương",0.0
5721,gò,uốn dần tấm kim loại để tạo thành vật gì đó,0.0
5722,công chúng,đông đảo những người chứng kiện một sự việc,0.0
5723,công danh,"sự nghiệp, địa vị và tiếng tăm trong xã hội",0.5
5724,thủ dâm,tự kích thích và thoả mãn tình dục bằng tay,0.0
5725,với,Hoạt động nhằm tới khoảng cách hơi quá tầm.,0.0
5726,gieo cầu,"ném quả cầu từ trên cao xuống, để kén chồng",0.1
5727,nhảy cao,"môn điền kinh, bật cao lên qua một xà ngang",0.0
5728,giận thân,buồn cho số phận mình không được như ý muốn,-0.6
5729,cơ mưu,"mưu mô khéo léo, kế hoạch hành động kỹ càng",0.1
5730,giao hảo,"có quan hệ tốt giữa các nước, các cộng đồng",0.7
5731,trại hè,"nơi vui chơi, giải trí tổ chức trong dịp hè",0.6
5732,ga,nơi đưa đón hành khách hoặc xếp dỡ hàng hoá,0.0
5733,tờ,"mảnh giấy hình tấm, được cắt, xén vuông vắn",0.0
5734,măng non,biểu tượng của lứa tuổi thiếu niên nhi đồng,0.3
5735,nữ tính,"những tính chất tâm lí, sinh lí của giới nữ",0.0
5736,tráng sĩ,người đàn ông có sức lực và chí khí mạnh mẽ,0.5
5737,trán,"phần trên của mặt, từ chân tóc đến lông mày",0.0
5738,quân sự,việc xây dựng và sử dụng lực lượng vũ trang,0.0
5739,san,"gạt đất đá trải rộng ra, làm cho bằng phẳng",0.0
5740,tá điền,(từ cũ) nông dân làm ruộng thuê cho địa chủ,0.0
5741,giải binh,"cho binh lính giải ngũ, không đánh nhau nữa",0.4
5742,nốt ruồi,nốt tự nhiên có màu đen hay sẫm nổi trên da,0.0
5743,thương nhớ,"nhớ đến với tình cảm quyến luyến, thiết tha",0.6
5744,hoạt tượng,cảnh diễn bằng người đứng yên trên sân khấu,0.0
5745,sách nhiễu,"gây chuyện khó khăn, lôi thôi để đòi hối lộ",-0.8
5746,sức khoẻ,"cơ thể không có bệnh tật, tinh thần hài hoà",0.9
5747,ga-ra,nhà chứa ô tô (phiên âm từ tiếng Anhgarage),0.0
5748,gia sư,người được mời dạy học riêng trong gia đình,0.0
5749,dã tâm,kẻ chuyên mưu việc lợi mình nhưng hại người,-0.8
5750,e ngại,"rụt rè, có phần lo ngại không dám hành động",-0.4
