tu,pos,neg,neu,polarity
tiểu chú,0.240957841,0.048126306,0.710915864,0.192831535
cẩm nhung,0.307400424,0.500208024,0.19239156,-0.1928076
già cả,0.22723861,0.03455681,0.738204598,0.192681801
tứ chiếng,0.327462926,0.520114942,0.152422122,-0.192652015
tiểu đồng,0.048520319,0.241092861,0.710386753,-0.192572542
dũng,0.478190659,0.285649664,0.236159697,0.192540995
giỏi,0.541745089,0.349220273,0.109034667,0.192524816
nồng,0.336298436,0.528801458,0.134900091,-0.192503022
chầu,0.095301061,0.287793568,0.616905373,-0.192492507
múa,0.309816771,0.502289012,0.187894239,-0.192472241
thừa số,0.230968356,0.038504709,0.730526924,0.192463648
mồ ma,0.229658037,0.037204035,0.733137906,0.192454003
ong bầu,0.042286828,0.234714001,0.722999215,-0.192427173
bông,0.085436105,0.277785208,0.63677869,-0.192349103
phụ,0.312110492,0.504451695,0.183437814,-0.192341203
tửu quán,0.271894693,0.079566337,0.648538947,0.192328356
săn sắt,0.23979874,0.047518454,0.712682843,0.192280285
phát xạ,0.081013367,0.273275763,0.645710886,-0.192262396
tiêu ngữ,0.220180452,0.027932277,0.751887262,0.192248175
đi làm,0.225116946,0.032869443,0.742013603,0.192247503
đậu phụ,0.261129141,0.068937451,0.669933379,0.19219169
dấu thánh giá,0.224007711,0.031820141,0.744172156,0.19218757
mao,0.256934851,0.064800873,0.67826432,0.192133978
buồng,0.239482014,0.047528074,0.712989919,0.191953939
lang y,0.263197571,0.071295947,0.665506482,0.191901624
giờ g,0.224723756,0.032862287,0.742413938,0.191861469
hơi sức,0.226335198,0.034503538,0.739161313,0.19183166
nội dung,0.227913335,0.036243025,0.735843658,0.19167031
tư lệnh,0.225645617,0.034005176,0.740349233,0.19164044
phạn,0.26753173,0.075931668,0.656536579,0.191600062
thế giới,0.229042925,0.037575022,0.733382016,0.191467903
thống kê học,0.244620085,0.0532699,0.702110052,0.191350184
ăn ở,0.124929168,0.316189919,0.558880898,-0.191260751
sơ đồ,0.230296224,0.03905895,0.730644822,0.191237275
thặng dư,0.212239131,0.021113349,0.766647518,0.191125782
bở,0.266922748,0.458039207,0.275038034,-0.191116459
rí rỏm,0.238417163,0.047412928,0.71416986,0.191004235
chững chạc,0.30534327,0.114341214,0.58031553,0.191002056
kháp,0.236078461,0.045091229,0.718830317,0.190987232
mật kế,0.233640403,0.042653956,0.723705649,0.190986447
cửa sổ,0.226149127,0.03532251,0.738528371,0.190826617
phong ba,0.081011083,0.271799274,0.647189602,-0.190788191
vặn,0.245515652,0.054742428,0.69974193,0.190773224
trung đoàn bộ,0.229159832,0.038393337,0.732446909,0.190766495
chế độ,0.23804525,0.047388415,0.71456633,0.190656836
tu từ học,0.064071275,0.25467217,0.681256592,-0.190600894
trùm,0.229754761,0.039155856,0.731089354,0.190598905
thói phép,0.28428942,0.093725488,0.621985078,0.190563932
chiếm,0.326511982,0.135948908,0.537539111,0.190563074
múa rối,0.243603855,0.053064726,0.703331351,0.190539129
tha,0.192775075,0.383230939,0.423993997,-0.190455863
chập chờn,0.298511339,0.488891836,0.212596826,-0.190380497
quân,0.167696146,0.358050531,0.474253311,-0.190354385
ngọn,0.093184499,0.283476123,0.623339373,-0.190291624
thông dụng,0.226680502,0.03643151,0.736888051,0.190248992
kim cúc,0.238376301,0.048134945,0.713488758,0.190241355
gom góp,0.217881486,0.027645223,0.754473329,0.190236263
đưa đường,0.235358134,0.045127816,0.719514072,0.190230317
chủ đề,0.245000963,0.05478169,0.700217346,0.190219273
khoa trưởng,0.245593622,0.055434905,0.69897145,0.190158717
tủ sách,0.090686036,0.280768072,0.62854591,-0.190082036
dạo,0.273902139,0.083977694,0.642120153,0.189924445
quyết chí,0.049533617,0.239433333,0.711032987,-0.189899717
trung gian,0.226429164,0.036557529,0.73701328,0.189871635
dương lịch,0.233087197,0.043249864,0.723662913,0.189837333
quả đấm,0.240392692,0.050738296,0.70886901,0.189654397
ban đêm,0.224730551,0.035118572,0.740150809,0.189611979
phòng ăn,0.235145137,0.045550138,0.719304681,0.189594999
thông sự,0.223365873,0.033774253,0.74285984,0.18959162
chắp nhặt,0.229775324,0.040276054,0.72994858,0.18949927
lại mặt,0.038629886,0.228114247,0.733255923,-0.189484362
kim bản vị,0.223261833,0.033860225,0.74287802,0.189401608
tương phùng,0.223601907,0.03424187,0.742156208,0.189360037
tương ngộ,0.223601907,0.03424187,0.742156208,0.189360037
hiệp hội,0.229499444,0.040145189,0.730355322,0.189354256
ghế xếp,0.242559284,0.053206958,0.704233825,0.189352326
chứng thư,0.256690115,0.067493849,0.675816119,0.189196266
lờm xờm,0.07450439,0.263683766,0.661811888,-0.189179376
nguyên chất,0.234084338,0.044928405,0.72098732,0.189155933
kê,0.23985744,0.05079853,0.70934401,0.18905891
khố vàng,0.214279801,0.025229212,0.760491014,0.189050589
lùng sục,0.07595247,0.26488778,0.65915972,-0.18893531
đồng,0.230377443,0.041506735,0.728115797,0.188870708
nhăn nheo,0.037625466,0.226458192,0.735916376,-0.188832726
nếp tẻ,0.220483016,0.031663622,0.747853398,0.188819394
nhũng nhiễu,0.070222199,0.259024739,0.670753181,-0.18880254
gái sề,0.234660923,0.045885943,0.719453156,0.188774981
mù màu,0.036310639,0.225003809,0.738685608,-0.18869317
nhắp mắt,0.215393856,0.026732516,0.757873595,0.188661341
sớm hôm,0.236374974,0.047801461,0.715823531,0.188573513
trú quán,0.230152473,0.041604284,0.728243291,0.188548189
rau mùi,0.038724259,0.22709924,0.734176457,-0.188374981
sa môn,0.239682451,0.051317669,0.708999813,0.188364781
quốc ca,0.059656419,0.247986212,0.692357302,-0.188329794
nanh,0.100263132,0.288582006,0.611154851,-0.188318874
quả phụ,0.231235117,0.042990323,0.725774586,0.188244794
khay đèn,0.082082994,0.27032578,0.647591174,-0.188242786
nể nang,0.040421579,0.228631124,0.730947316,-0.188209545
trận đồ,0.225653365,0.037454579,0.736892045,0.188198786
long,0.209614874,0.397811641,0.392573443,-0.188196768
trạc,0.244037941,0.055850109,0.700111955,0.188187832
nhiều,0.240432931,0.052279212,0.707287878,0.18815372
trù hoạch,0.216475666,0.028374119,0.755150199,0.188101547
tứ giác,0.240818769,0.052794226,0.706386983,0.188024543
trần ai,0.05020757,0.238153741,0.711638629,-0.187946171
sịch,0.320747375,0.132822052,0.546430588,0.187925324
thầy giáo,0.232657447,0.044750948,0.722591639,0.1879065
da,0.234136282,0.046256137,0.719607569,0.187880144
chế,0.314207089,0.126345944,0.559446936,0.187861145
huy hiệu,0.037788659,0.225621417,0.736589849,-0.187832758
tuần thú,0.21738264,0.029552441,0.75306493,0.187830199
nón tu lờ,0.228271216,0.040500104,0.73122865,0.187771112
thuốc mê,0.251459241,0.063705668,0.684835136,0.187753573
ông ngoại,0.245203167,0.057623126,0.697173715,0.187580042
nụ áo,0.038274817,0.22579176,0.735933453,-0.187516943
hộ tịch,0.226827398,0.03932387,0.733848751,0.187503528
thưa thớt,0.038834702,0.226219803,0.734945536,-0.187385101
tự túc,0.214765176,0.027387744,0.757847071,0.187377432
gió mùa,0.22943452,0.042066626,0.728498816,0.187367894
đại khoa,0.217967451,0.030744714,0.751287818,0.187222737
giáo án,0.23721455,0.049994122,0.712791383,0.187220428
thở dốc,0.086119667,0.273319751,0.640560567,-0.187200084
tràn lan,0.224152837,0.411336102,0.364511058,-0.187183265
sân vận động,0.241768211,0.054613721,0.703618109,0.187154491
tả cảnh,0.221848518,0.034740604,0.743410885,0.187107913
lái,0.22726924,0.040169986,0.732560784,0.187099254
mào,0.231686953,0.044594474,0.723718584,0.187092479
tun hút,0.042542651,0.229548544,0.72790885,-0.187005892
bàn cãi,0.036645602,0.223651409,0.73970294,-0.187005807
đồng vị,0.228847723,0.041960405,0.729191869,0.186887318
san,0.066779168,0.253563266,0.679657578,-0.186784098
khả thi,0.216578126,0.029807586,0.753614306,0.18677054
giờ hồn,0.04393556,0.230702668,0.725361764,-0.186767109
dấu chấm,0.309582472,0.496349484,0.194068044,-0.186767012
giăng,0.16100309,0.347703878,0.491293006,-0.186700787
giao vĩ,0.053292729,0.239943132,0.706764102,-0.186650403
nhà ngói,0.23829788,0.051709354,0.709992766,0.186588526
mai hậu,0.241830409,0.055268336,0.702901244,0.186562072
nạm,0.228361805,0.041824153,0.729814053,0.186537652
giăm-bông,0.042949349,0.229475304,0.727575362,-0.186525956
phèn phẹt,0.264270067,0.077794477,0.6579355,0.18647559
đỏ,0.254559841,0.440991285,0.304448815,-0.186431444
tuổi xanh,0.217039093,0.030702192,0.752258718,0.186336901
phục tùng,0.216068208,0.029742345,0.754189432,0.186325863
trung nguyên,0.234505184,0.048192978,0.717301786,0.186312206
bao gồm,0.235069081,0.048820078,0.716110826,0.186249003
thân sinh,0.243381515,0.057283442,0.699335039,0.186098073
sắt tây,0.246441454,0.060432181,0.69312638,0.186009273
tình duyên,0.213651866,0.027730016,0.758618116,0.18592185
tân nhân,0.218456253,0.032548372,0.748995364,0.185907882
cạp,0.067923889,0.253828203,0.678247929,-0.185904314
giáp lá cà,0.234052584,0.048190564,0.717756808,0.18586202
cam đường,0.219359264,0.033572551,0.747068226,0.185786713
nàng dâu,0.226424664,0.040660337,0.732914925,0.185764328
thổ mộc,0.219936743,0.034173876,0.745889366,0.185762867
nơ,0.122230381,0.307975262,0.569794357,-0.185744882
ảm đạm,0.074169729,0.259882905,0.665947378,-0.185713176
song kiếm,0.240442336,0.054758064,0.704799592,0.185684271
làng nước,0.225406259,0.039760973,0.734832764,0.185645286
sơn hào,0.226805061,0.041169707,0.732025206,0.185635354
thượng huyền,0.217574477,0.031970497,0.750455022,0.18560398
trực khuẩn,0.219448671,0.033887643,0.746663749,0.185561027
xuất cảng,0.235861056,0.050304512,0.713834435,0.185556544
chiếu,0.080706689,0.26617626,0.653117024,-0.185469572
thứ bảy,0.228658944,0.043229431,0.728111684,0.185429513
nghe,0.237536402,0.052205428,0.710258206,0.185330973
nốt,0.089203867,0.274516476,0.63627965,-0.18531261
thứ nữ,0.216280356,0.031005701,0.752713919,0.185274655
giáp bảng,0.085925674,0.271134045,0.642940253,-0.185208371
nước gạo,0.053610064,0.238739088,0.70765084,-0.185129024
chín suối,0.072775654,0.257858008,0.66936636,-0.185082354
tổng số,0.225181043,0.040149443,0.734669507,0.1850316
trề,0.044632558,0.229578212,0.725789309,-0.184945654
phòng ốc,0.229825318,0.04494698,0.725227654,0.184878338
tấu,0.23205099,0.047224024,0.72072496,0.184826966
hàn the,0.046557184,0.231369197,0.722073555,-0.184812013
ngập lụt,0.063001156,0.247807145,0.689191699,-0.184805989
đường trường,0.224105939,0.039332017,0.736562014,0.184773922
lịch lãm,0.241132364,0.056385111,0.702482522,0.184747253
sớm mai,0.224580571,0.03993623,0.73548317,0.184644341
niêm,0.225523651,0.040989626,0.733486712,0.184534024
thuyền bè,0.217976436,0.033512529,0.748511016,0.184463907
tủa,0.305133724,0.489587637,0.205278656,-0.184453912
tứ,0.235407043,0.051013822,0.713579148,0.184393222
hậu đường,0.228818804,0.04444474,0.726736426,0.184374064
rảnh tay,0.207916111,0.023552954,0.768530965,0.184363157
sản lượng,0.208601072,0.024366263,0.767032623,0.184234809
gỏi sinh cầm,0.234864533,0.050751369,0.714384079,0.184113164
phóng thích,0.225382365,0.041304762,0.733312905,0.184077604
lâu ngày,0.229174301,0.045154002,0.725671709,0.184020299
chuyển hướng,0.293113798,0.109192133,0.597694099,0.183921665
tạo vật,0.228218123,0.044317476,0.727464408,0.183900647
thuần chủng,0.212990075,0.029108556,0.757901311,0.183881519
bãi tha ma,0.240398422,0.056533098,0.703068495,0.183865324
khởi đầu,0.210808992,0.027103653,0.762087345,0.183705339
hơ,0.048137523,0.23182404,0.720038414,-0.183686517
mắc áo,0.229641169,0.045970179,0.724388659,0.18367099
trị vì,0.237793446,0.054147556,0.708059013,0.183645889
nung bệnh,0.042349998,0.225989416,0.731660545,-0.183639418
tứ vi,0.058242675,0.241848335,0.699908972,-0.18360566
ngầm ngấm,0.303924531,0.120324984,0.57575047,0.183599547
không quân,0.220142156,0.036555935,0.743301928,0.183586221
quân chủng,0.219188094,0.035621136,0.74519074,0.183566958
phạn ngữ,0.236724317,0.053217243,0.710058451,0.183507074
chủng loại,0.22092858,0.037424203,0.741647214,0.183504377
cầm lái,0.223986626,0.040529225,0.735484183,0.183457401
thết,0.211957738,0.028586993,0.759455323,0.183370745
từ loại,0.228481084,0.045155831,0.726363063,0.183325253
gái nhảy,0.226284966,0.042964898,0.730750203,0.183320068
thăng hoa,0.50546474,0.322161064,0.172374237,0.183303676
leo dây,0.220171854,0.036871519,0.742956579,0.183300335
tĩnh đàn,0.241469651,0.058194473,0.70033592,0.183275178
phướn,0.23238501,0.049148321,0.718466759,0.183236688
súp-de,0.213796556,0.03062596,0.755577505,0.183170596
nhúc nhích,0.220564172,0.037492048,0.741943777,0.183072124
vầy lửa,0.226936579,0.043865815,0.729197502,0.183070764
gióng một,0.062170677,0.245162964,0.692666352,-0.182992287
trường thi,0.224027053,0.041077476,0.734895408,0.182949577
mệ,0.220082693,0.037199138,0.74271819,0.182883555
lễ nghi,0.216328055,0.033452142,0.750219822,0.182875913
bướu,0.074024603,0.256865535,0.669109881,-0.182840932
nhà gái,0.210328296,0.027545761,0.762125969,0.182782535
chung kết,0.210593536,0.027815072,0.761591434,0.182778465
nghiệp chủ,0.221776649,0.039000455,0.739222884,0.182776194
đùi,0.232204109,0.049489416,0.718306482,0.182714693
phi công,0.223790213,0.041090868,0.735118926,0.182699345
bật,0.237624258,0.420297184,0.342078536,-0.182672925
gùi,0.206970006,0.024463313,0.768566608,0.182506694
đăng ký,0.22915706,0.04675214,0.724090815,0.18240492
thớ,0.225731656,0.043350026,0.730918348,0.18238163
dẫn,0.214501344,0.032152784,0.753345817,0.182348559
rắn,0.379558575,0.197277742,0.423163701,0.182280832
nõn nường,0.040350094,0.222515047,0.737134874,-0.182164952
di bút,0.228326038,0.04617957,0.725494385,0.182146467
rình,0.230194371,0.048103722,0.72170192,0.182090649
mận,0.037121147,0.219187245,0.743691623,-0.182066098
thứ nam,0.212608695,0.030559909,0.756831348,0.182048786
ô-tô du lịch,0.207679823,0.025642574,0.766677618,0.182037249
tùng,0.241364457,0.059382755,0.699252784,0.181981701
kết quả,0.241309807,0.059345029,0.699345112,0.181964777
ruộng,0.238826454,0.056866154,0.704307377,0.1819603
trung tuyến,0.237904501,0.056150213,0.705945234,0.181754289
nghênh tân,0.211930454,0.030230997,0.757838488,0.181699457
bàn tay,0.280322005,0.461895597,0.257782394,-0.181573593
làm thân,0.218662992,0.037090365,0.744246662,0.181572627
thạch nhũ,0.237665609,0.056116443,0.706217945,0.181549165
nhiệt,0.036662314,0.218191013,0.745146692,-0.181528699
cỏ,0.038332961,0.219850793,0.741816223,-0.181517832
ống quần,0.230010211,0.048554122,0.721435606,0.181456089
sắm sửa,0.220959842,0.039515749,0.739524424,0.181444094
tuần phu,0.218138516,0.036720034,0.745141387,0.181418482
vĩnh quyết,0.295740575,0.477131695,0.227127746,-0.18139112
phụ thu,0.206356198,0.024969589,0.768674254,0.181386609
trạng thái,0.09971865,0.281054473,0.619226858,-0.181335823
lạc vận,0.037939876,0.219214067,0.742846072,-0.181274191
đồng môn,0.231614918,0.050427165,0.717957914,0.181187753
hội ngộ,0.214778557,0.033601694,0.751619697,0.181176864
nhảy sào,0.037838917,0.218985617,0.743175387,-0.1811467
chéo áo,0.236466095,0.0553695,0.708164394,0.181096595
mùn cưa,0.276248783,0.09515284,0.628598332,0.181095943
trí tuệ,0.233123124,0.052057922,0.714818954,0.181065202
bùa yêu,0.492637455,0.311604291,0.195758268,0.181033164
khọm già,0.060541816,0.241396666,0.698061585,-0.18085485
âm nhạc,0.23948361,0.058678485,0.701837897,0.180805124
ống nghe,0.079266511,0.260040225,0.660693258,-0.180773715
chùm,0.227068052,0.046392052,0.72653988,0.180676
thứ mẫu,0.04957654,0.230230764,0.72019273,-0.180654224
tõm,0.045498684,0.226130337,0.728371024,-0.180631652
lễ đài,0.220591277,0.040047549,0.739361286,0.180543728
giang,0.221572265,0.041041121,0.737386644,0.180531144
chung,0.237658513,0.057197257,0.705144246,0.180461256
khăn gói,0.210948229,0.030538468,0.758513331,0.180409761
tần,0.219271228,0.038895957,0.741832793,0.180375271
nho học,0.210474521,0.030252272,0.759273231,0.180222249
thoa,0.223471142,0.043262618,0.733266234,0.180208525
bâng quơ,0.068354011,0.24854067,0.68310529,-0.180186659
giao tiếp,0.216765195,0.036596596,0.746638238,0.180168599
sử liệu,0.219370186,0.039216198,0.741413713,0.180153988
không lực,0.215168089,0.035064079,0.74976778,0.18010401
truyền hình,0.074655697,0.254733026,0.670611322,-0.180077329
ước,0.354953161,0.174883336,0.470163488,0.180069825
căn cước,0.039985657,0.21990408,0.740110308,-0.179918423
tiệm tiến,0.204386145,0.024470095,0.771143734,0.17991605
phú tính,0.225380689,0.045467824,0.729151487,0.179912865
rịt,0.045067661,0.224865589,0.730066717,-0.179797928
phòng thủ,0.203309923,0.023549847,0.773140252,0.179760076
đồng nghĩa,0.218422137,0.0386698,0.742908061,0.179752337
hàng giậu,0.246677309,0.066938274,0.686384499,0.179739036
lán,0.225586534,0.045863498,0.728549898,0.179723036
bụi,0.077760778,0.257408295,0.664830942,-0.179647516
nhăm nhăm,0.222346574,0.042704597,0.734948814,0.179641977
